Modelo,Clasificación
SEAT Ateca 1.5 EcoTSI 110kW (150CV) DSG-7 St&Sp X-PERIENCE XXL MY23,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) DSG-7 St&Sp X-PERIENCE XXL MY24,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp FR,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp FR,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp FR XL MY23,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp FR GO,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp FR GO,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp FR GO MY22,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp FR MY22,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp FR SPECIAL EDITION - MY24,Clasificación: F
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp FR XM MY23,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp FR XS MY23,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp STYLE,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp STYLE,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp STYLE GO,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp STYLE GO,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp STYLE GO L MY22,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp STYLE GO M MY22,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp STYLE MY22,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp STYLE XL MY23,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp STYLE XL MY24,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp STYLE XM MY23,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp STYLE XM MY24,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp STYLE XXL MY23,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp STYLE XXL MY24,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp X-PERIENCE,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp X-PERIENCE,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp X-PERIENCE GO,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp X-PERIENCE GO,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp X-PERIENCE GO L MY22,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp X-PERIENCE MY22,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp X-PERIENCE XM MY23,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp X-PERIENCE XM MY24,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp X-PERIENCE XXL MY23,Clasificación: C
SEAT Ateca 1.5 EcoTSI 110kW (150CV) St&Sp X-PERIENCE XXL MY24,Clasificación: C
SEAT Ateca 1.5 EcoTSI 150CV DSG St&Sp STYLE,Clasificación: D
SEAT Ateca 1.5 EcoTSI 150CV DSG St&Sp STYLE EDITION,Clasificación: D
SEAT Ateca 1.5 EcoTSI 150CV DSG St&Sp STYLE EDITION s48,Clasificación: D
SEAT Ateca 1.5 EcoTSI 150CV DSG St&Sp STYLE s48,Clasificación: D
SEAT Ateca 1.5 EcoTSI 150CV DSG-7 St&Sp FR,Clasificación: D
SEAT Ateca 1.5 EcoTSI 150CV DSG-7 St&Sp FR EDITION,Clasificación: D
SEAT Ateca 1.5 EcoTSI 150CV DSG-7 St&Sp FR EDITION s48,Clasificación: D
SEAT Ateca 1.5 EcoTSI 150CV DSG-7 St&Sp FR s48,Clasificación: D
SEAT Ateca 1.5 EcoTSI 150CV DSG-7 St&Sp XCELLENCE,Clasificación: D
SEAT Ateca 1.5 EcoTSI 150CV DSG-7 St&Sp XCELLENCE EDITION,Clasificación: D
SEAT Ateca 1.5 EcoTSI 150CV DSG-7 St&Sp XCELLENCE EDITION s48,Clasificación: D
SEAT Ateca 1.5 EcoTSI 150CV DSG-7 St&Sp XCELLENCE s48,Clasificación: D
SEAT Ateca 1.5 EcoTSI 150CV St&Sp FR,Clasificación: C
SEAT Ateca 1.5 EcoTSI 150CV St&Sp FR EDITION,Clasificación: C
SEAT Ateca 1.5 EcoTSI 150CV St&Sp FR EDITION s48,Clasificación: C
SEAT Ateca 1.5 EcoTSI 150CV St&Sp FR s48,Clasificación: C
SEAT Ateca 1.5 EcoTSI 150CV St&Sp STYLE,Clasificación: C
SEAT Ateca 1.5 EcoTSI 150CV St&Sp STYLE EDITION,Clasificación: C
SEAT Ateca 1.5 EcoTSI 150CV St&Sp STYLE EDITION s48,Clasificación: C
SEAT Ateca 1.5 EcoTSI 150CV St&Sp STYLE s48,Clasificación: C
SEAT Ateca 1.5 EcoTSI 150CV St&Sp XCELLENCE,Clasificación: C
SEAT Ateca 1.5 EcoTSI 150CV St&Sp XCELLENCE EDITION,Clasificación: C
SEAT Ateca 1.5 EcoTSI 150CV St&Sp XCELLENCE EDITION s48,Clasificación: C
SEAT Ateca 1.5 EcoTSI 150CV St&Sp XCELLENCE s48,Clasificación: C
SEAT Ateca 1.5 TSI 110KW S/S FR DCT 4WD MY19,Clasificación: D
SEAT Ateca 1.5 TSI 110KW S/S FR DCT MY19,Clasificación: D
SEAT Ateca 1.5 TSI 110KW S/S FR EDITION DCT 4WD MY19,Clasificación: B
SEAT Ateca 1.5 TSI 110KW S/S FR EDITION DCT MY19,Clasificación: D
SEAT Ateca 1.5 TSI 110KW S/S FR EDITION MY19,Clasificación: B
SEAT Ateca 1.5 TSI 110KW S/S FR MY19,Clasificación: B
SEAT Ateca 1.5 TSI 110KW S/S STYLE DCT MY19,Clasificación: B
SEAT Ateca 1.5 TSI 110KW S/S STYLE EDITION DCT MY19,Clasificación: B
SEAT Ateca 1.5 TSI 110KW S/S STYLE EDITION MY19,Clasificación: D
SEAT Ateca 1.5 TSI 110KW S/S STYLE MY19,Clasificación: D
SEAT Ateca 1.5 TSI 110KW S/S XCELLENCE DCT 4WD MY19,Clasificación: B
SEAT Ateca 1.5 TSI 110KW S/S XCELLENCE DCT MY19,Clasificación: B
SEAT Ateca 1.5 TSI 110KW S/S XCELLENCE ED DCT MY19,Clasificación: B
SEAT Ateca 1.5 TSI 110KW S/S XCELLENCE ED. MY19,Clasificación: D
SEAT Ateca 1.5 TSI 110KW S/S XCELLENCE MY19,Clasificación: D
SEAT Ateca 1.5 TSI 110KW XCELLENCE ED. DCT 4WD MY19,Clasificación: F
SEAT Ateca 1.6 TDI 85KW S/S REFERENCE ECOMOTIVE MY19,Clasificación: D
SEAT Ateca 1.6 TDI 85KW S/S REFERENCE EDITION ECO MY19,Clasificación: D
SEAT Ateca 1.6 TDI 85KW S/S STYLE ECOMOTIVE DCT MY19,Clasificación: G
SEAT Ateca 1.6 TDI 85KW S/S STYLE ECOMOTIVE MY19,Clasificación: F
SEAT Ateca 1.6 TDI 85KW S/S STYLE EDITION DCT MY19,Clasificación: G
SEAT Ateca 1.6 TDI 85KW S/S STYLE EDITION ECO MY19,Clasificación: E
SEAT Ateca 1.6 TDI 85KW S/S XCELLENCE ECOMOTIVE DCT MY19,Clasificación: G
SEAT Ateca 1.6 TDI 85KW S/S XCELLENCE ECOMOTIVE MY19,Clasificación: E
SEAT Ateca 1.6 TDI 85KW S/S XCELLENCE ED. DCT MY19,Clasificación: G
SEAT Ateca 1.6 TDI 85KW S/S XCELLENCE ED. MY19,Clasificación: E
SEAT Ateca 1.6 TDI CR 115CV DSG St&Sp STYLE Ecomotive,Clasificación: E
SEAT Ateca 1.6 TDI CR 115CV DSG St&Sp STYLE EDITION Ecomotive,Clasificación: E
SEAT Ateca 1.6 TDI CR 115CV DSG St&Sp XCELLENCE Ecomotive,Clasificación: E
SEAT Ateca 1.6 TDI CR 115CV DSG St&Sp XCELLENCE EDITION Ecomotive,Clasificación: E
SEAT Ateca 1.6 TDI CR 115CV St&Sp REFERENCE Ecomotive,Clasificación: D
SEAT Ateca 1.6 TDI CR 115CV St&Sp REFERENCE Ecomotive s48,Clasificación: D
SEAT Ateca 1.6 TDI CR 115CV St&Sp REFERENCE EDITION Ecomotive,Clasificación: D
SEAT Ateca 1.6 TDI CR 115CV St&Sp REFERENCE EDITION Ecomotive s48,Clasificación: D
SEAT Ateca 1.6 TDI CR 115CV St&Sp STYLE Ecomotive,Clasificación: D
SEAT Ateca 1.6 TDI CR 115CV St&Sp STYLE Ecomotive s48,Clasificación: D
SEAT Ateca 1.6 TDI CR 115CV St&Sp STYLE EDITION Ecomotive,Clasificación: D
SEAT Ateca 1.6 TDI CR 115CV St&Sp STYLE EDITION Ecomotive s48,Clasificación: D
SEAT Ateca 1.6 TDI CR 115CV St&Sp XCELLENCE Ecomotive,Clasificación: D
SEAT Ateca 1.6 TDI CR 115CV St&Sp XCELLENCE Ecomotive s48,Clasificación: D
SEAT Ateca 1.6 TDI CR 115CV St&Sp XCELLENCE EDITION Ecomotive,Clasificación: D
SEAT Ateca 1.6 TDI CR 115CV St&Sp XCELLENCE EDITION Ecomotive s48,Clasificación: D
SEAT Ateca 2.0 EcoTSI 140kW (190CV) DSG-7 4DRIVE St&Sp FR,Clasificación: E
SEAT Ateca 2.0 EcoTSI 140kW (190CV) DSG-7 4DRIVE St&Sp FR,Clasificación: E
SEAT Ateca 2.0 EcoTSI 140kW (190CV) DSG-7 4DRIVE St&Sp FR XL MY23,Clasificación: E
SEAT Ateca 2.0 EcoTSI 140kW (190CV) DSG-7 4DRIVE St&Sp FR GO,Clasificación: E
SEAT Ateca 2.0 EcoTSI 140kW (190CV) DSG-7 4DRIVE St&Sp FR GO,Clasificación: E
SEAT Ateca 2.0 EcoTSI 140kW (190CV) DSG-7 4DRIVE St&Sp FR GO MY22,Clasificación: E
SEAT Ateca 2.0 EcoTSI 140kW (190CV) DSG-7 4DRIVE St&Sp FR MY22,Clasificación: E
SEAT Ateca 2.0 EcoTSI 140kW (190CV) DSG-7 4DRIVE St&Sp FR XM MY23,Clasificación: E
SEAT Ateca 2.0 EcoTSI 140kW (190CV) DSG-7 4DRIVE St&Sp FR XS MY23,Clasificación: E
SEAT Ateca 2.0 EcoTSI 190CV DSG-7 4DRIVE St&Sp FR,Clasificación: F
SEAT Ateca 2.0 EcoTSI 190CV DSG-7 4DRIVE St&Sp FR EDITION,Clasificación: F
SEAT Ateca 2.0 EcoTSI 190CV DSG-7 4DRIVE St&Sp FR EDITION s48,Clasificación: F
SEAT Ateca 2.0 EcoTSI 190CV DSG-7 4DRIVE St&Sp FR s48,Clasificación: F
SEAT Ateca 2.0 EcoTSI 190CV DSG-7 4DRIVE St&Sp XCELLENCE,Clasificación: F
SEAT Ateca 2.0 EcoTSI 190CV DSG-7 4DRIVE St&Sp XCELLENCE EDITION,Clasificación: F
SEAT Ateca 2.0 EcoTSI 190CV DSG-7 4DRIVE St&Sp XCELLENCE EDITION s48,Clasificación: F
SEAT Ateca 2.0 EcoTSI 190CV DSG-7 4DRIVE St&Sp XCELLENCE s48,Clasificación: F
SEAT Ateca 2.0 TDI 110KW 4WD FR DCT MY19,Clasificación: F
SEAT Ateca 2.0 TDI 110KW 4WD FR EDITION DCT MY19,Clasificación: F
SEAT Ateca 2.0 TDI 110KW 4WD XCELLENCE DCT MY19,Clasificación: F
SEAT Ateca 2.0 TDI 110KW 4WD XCELLENCE ED DCT MY19,Clasificación: F
SEAT Ateca 2.0 TDI 110KW S/S FR DCT MY19,Clasificación: D
SEAT Ateca 2.0 TDI 110KW S/S FR EDITION DCT MY19,Clasificación: D
SEAT Ateca 2.0 TDI 110KW S/S FR EDITION MY19,Clasificación: G
SEAT Ateca 2.0 TDI 110KW S/S FR MY19,Clasificación: G
SEAT Ateca 2.0 TDI 110KW S/S STYLE DCT MY19,Clasificación: D
SEAT Ateca 2.0 TDI 110KW S/S STYLE EDITION DCT MY19,Clasificación: D
SEAT Ateca 2.0 TDI 110KW S/S STYLE EDITION MY19,Clasificación: D
SEAT Ateca 2.0 TDI 110KW S/S STYLE MY19,Clasificación: F
SEAT Ateca 2.0 TDI 110KW S/S XCELLENCE DCT MY19,Clasificación: D
SEAT Ateca 2.0 TDI 110KW S/S XCELLENCE ED DCT MY19,Clasificación: D
SEAT Ateca 2.0 TDI 110KW S/S XCELLENCE EDITION MY19,Clasificación: G
SEAT Ateca 2.0 TDI 110KW S/S XCELLENCE MY19,Clasificación: G
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG 4DRIVE St&Sp X-PERIENCE XL MY23,Clasificación: E
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG 4DRIVE St&Sp X-PERIENCE XM MY23,Clasificación: E
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG 4DRIVE St&Sp X-PERIENCE XM MY24,Clasificación: E
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG 4DRIVE St&Sp X-PERIENCE XXL MY23,Clasificación: E
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG 4DRIVE St&Sp X-PERIENCE XXL MY24,Clasificación: E
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp FR,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp FR,Clasificación: E
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp FR XL MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp FR GO,Clasificación: E
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp FR GO,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp FR GO MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp FR MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp FR XM MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp FR XS MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE,Clasificación: E
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE (Sem.51),Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE GO,Clasificación: E
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE GO,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE GO (Sem.51),Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE GO L MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE GO M MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE XL MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE XL MY24,Clasificación: D
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE XM MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE XM MY24,Clasificación: D
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE XXL MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp STYLE XXL MY24,Clasificación: D
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp X-PERIENCE,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp X-PERIENCE,Clasificación: E
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp X-PERIENCE GO,Clasificación: E
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp X-PERIENCE GO,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp X-PERIENCE GO L MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp X-PERIENCE GO XL MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp X-PERIENCE MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp X-PERIENCE XL MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp X-PERIENCE XM MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp X-PERIENCE XM MY24,Clasificación: D
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp X-PERIENCE XXL MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) DSG St&Sp X-PERIENCE XXL MY24,Clasificación: D
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp FR,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp FR,Clasificación: D
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp FR (Sem.51),Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp FR GO,Clasificación: D
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp FR GO,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp FR GO (Sem.51),Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp FR GO MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp FR MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp FR XL MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp FR XM MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp FR XS MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp STYLE,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp STYLE,Clasificación: D
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp STYLE XXL MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp STYLE (Sem.51),Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp STYLE GO,Clasificación: D
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp STYLE GO,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp STYLE GO (Sem.51),Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp STYLE GO L MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp STYLE GO M MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp STYLE MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp STYLE XL MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp STYLE XL MY24,Clasificación: D
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp STYLE XM MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp STYLE XM MY24,Clasificación: D
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp STYLE XXL MY24,Clasificación: D
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp X-PERIENCE,Clasificación: D
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp X-PERIENCE,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp X-PERIENCE GO,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp X-PERIENCE GO,Clasificación: D
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp X-PERIENCE GO L MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp X-PERIENCE MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp X-PERIENCE XM MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp X-PERIENCE XM MY24,Clasificación: D
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp X-PERIENCE XXL MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 110kW (150CV) St&Sp X-PERIENCE XXL MY24,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV DSG 4Drive St&Sp XCELLENCE,Clasificación: F
SEAT Ateca 2.0 TDI CR 150CV DSG 4Drive St&Sp XCELLENCE EDITION,Clasificación: F
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp FR,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp FR (Sem.51),Clasificación: C
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp FR EDITION,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp FR EDITION s48,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp FR GO,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp FR GO (Sem.51),Clasificación: C
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp FR s48,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp STYLE Ecomotive,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp STYLE Ecomotive,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp STYLE Ecomotive s48,Clasificación: E
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp STYLE EDITION Ecomotive,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp STYLE EDITION Ecomotive s48,Clasificación: E
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp STYLE GO Ecomotive,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp X-PERIENCE (Sem.51),Clasificación: C
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp X-PERIENCE GO (Sem.51),Clasificación: C
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp XCELLENCE,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp XCELLENCE EDITION,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp XCELLENCE EDITION s48,Clasificación: E
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp XCELLENCE GO,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV DSG St&Sp XCELLENCE s48,Clasificación: E
SEAT Ateca 2.0 TDI CR 150CV St&Sp FR EDITION,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV St&Sp FR EDITION s48,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV St&Sp FR s48,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV St&Sp STYLE Ecomotive,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV St&Sp STYLE Ecomotive s48,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV St&Sp STYLE EDITION Ecomotive,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV St&Sp STYLE EDITION Ecomotive s48,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV St&Sp X-PERIENCE (Sem.51),Clasificación: C
SEAT Ateca 2.0 TDI CR 150CV St&Sp X-PERIENCE GO (Sem.51),Clasificación: C
SEAT Ateca 2.0 TDI CR 150CV St&Sp XCELLENCE EDITION,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV St&Sp XCELLENCE EDITION s48,Clasificación: D
SEAT Ateca 2.0 TDI CR 150CV St&Sp XCELLENCE s48,Clasificación: D
SEAT Ateca 2.0 TDI CR 190CV DSG-7 4Drive St&Sp FR EDITION s48,Clasificación: F
SEAT Ateca 2.0 TDI CR 190CV DSG-7 4Drive St&Sp FR s48,Clasificación: F
SEAT Ateca 2.0 TDI CR 190CV DSG-7 4Drive St&Sp XCELLENCE,Clasificación: F
SEAT Ateca 2.0 TDI CR 190CV DSG-7 4Drive St&Sp XCELLENCE EDITION,Clasificación: F
SEAT Ateca 2.0 TDI CR 190CV DSG-7 4Drive St&Sp XCELLENCE EDITION s48,Clasificación: F
SEAT Ateca 2.0 TDI CR 190CV DSG-7 4Drive St&Sp XCELLENCE s48,Clasificación: F
SEAT Ateca 2.0 TDI CR 85kW (115CV) St&Sp REFERENCE,Clasificación: C
SEAT Ateca 2.0 TDI CR 85kW (115CV) St&Sp REFERENCE MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 85kW (115CV) St&Sp REFERENCE XM MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 85kW (115CV) St&Sp REFERENCE XM MY24,Clasificación: C
SEAT Ateca 2.0 TDI CR 85kW (115CV) St&Sp STYLE,Clasificación: C
SEAT Ateca 2.0 TDI CR 85kW (115CV) St&Sp STYLE XL MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 85kW (115CV) St&Sp STYLE XXL MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 85kW (115CV) St&Sp STYLE GO,Clasificación: C
SEAT Ateca 2.0 TDI CR 85kW (115CV) St&Sp STYLE GO L MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 85kW (115CV) St&Sp STYLE GO M MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 85kW (115CV) St&Sp STYLE MY22,Clasificación: C
SEAT Ateca 2.0 TDI CR 85kW (115CV) St&Sp STYLE XL MY24,Clasificación: C
SEAT Ateca 2.0 TDI CR 85kW (115CV) St&Sp STYLE XM MY23,Clasificación: C
SEAT Ateca 2.0 TDI CR 85kW (115CV) St&Sp STYLE XM MY24,Clasificación: C
SEAT Ateca 2.0 TDI CR 85kW (115CV) St&Sp STYLE XXL MY24,Clasificación: C
SEAT Ateca 2.0 TSI 140KW S/S FR DCT 4WD MY19,Clasificación: F
SEAT Ateca 2.0 TSI 140KW S/S FR EDITION DCT 4WD MY19,Clasificación: F
SEAT Ateca 2.0 TSI 140KW S/S XCELLENCE DCT 4WD MY19,Clasificación: F
SEAT Ateca 2.0 TSI 140KW S/S XCELLENCE ED DCT 4WD MY19,Clasificación: F
SEAT IBIZA 1.0 MPI 59KW REFERENCE FULL CONNECT MY19,Clasificación: D
SEAT IBIZA 1.0 MPI 59KW REFERENCE MY19,Clasificación: D
SEAT IBIZA 1.0 MPI 59KW REFERENCE PLUS MY19,Clasificación: D
SEAT IBIZA 1.0 MPI 59KW STYLE FULL CONNECT MY19,Clasificación: D
SEAT IBIZA 1.0 MPI 59KW STYLE MY19,Clasificación: D
SEAT IBIZA 1.0 MPI 59KW STYLE PLUS MY19,Clasificación: D
SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE Business PLUS MY22,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE Business s48,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE Business2,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE GO2,Clasificación: C
